,from,to,distance,img_filename_from,error_code_from,is_valid_from,img_filename_to,error_code_to,is_valid_to
9463,1758,42,0.924684,ajio/36/36_2.jpg,VALID,True,ajio/105/105_2.jpg,VALID,True
9464,42,1758,0.924684,ajio/105/105_2.jpg,VALID,True,ajio/36/36_2.jpg,VALID,True
9465,2603,2881,0.924683,ajio/492/492_0.jpg,VALID,True,ajio/53/53_0.jpg,VALID,True
9466,954,2741,0.924677,ajio/242/242_3.jpg,VALID,True,ajio/512/512_4.jpg,VALID,True
9467,522,1824,0.924665,ajio/177/177_4.jpg,VALID,True,ajio/37/37_4.jpg,VALID,True
9468,1824,522,0.924665,ajio/37/37_4.jpg,VALID,True,ajio/177/177_4.jpg,VALID,True
9469,960,2182,0.92466,ajio/24/24_3.jpg,VALID,True,ajio/428/428_4.jpg,VALID,True
9470,2182,960,0.92466,ajio/428/428_4.jpg,VALID,True,ajio/24/24_3.jpg,VALID,True
9471,1000,1327,0.924651,ajio/249/249_0.jpg,VALID,True,ajio/299/299_0.jpg,VALID,True
9472,3003,3004,0.92465,ajio/552/552_1.jpg,VALID,True,ajio/552/552_2.jpg,VALID,True
9473,3004,3003,0.92465,ajio/552/552_2.jpg,VALID,True,ajio/552/552_1.jpg,VALID,True
9474,347,2394,0.924636,ajio/151/151_3.jpg,VALID,True,ajio/459/459_3.jpg,VALID,True
9475,2753,533,0.924612,ajio/514/514_4.jpg,VALID,True,ajio/179/179_4.jpg,VALID,True
9476,849,2568,0.924589,ajio/2/2_5.jpg,VALID,True,ajio/486/486_5.jpg,VALID,True
9477,2568,849,0.924589,ajio/486/486_5.jpg,VALID,True,ajio/2/2_5.jpg,VALID,True
9478,2779,23,0.924584,ajio/518/518_1.jpg,VALID,True,ajio/102/102_1.jpg,VALID,True
9479,23,2779,0.924584,ajio/102/102_1.jpg,VALID,True,ajio/518/518_1.jpg,VALID,True
9480,3066,3414,0.924555,ajio/58/58_2.jpg,VALID,True,myntra/14140940/14140940_1.jpg,VALID,True
9481,2119,1129,0.924527,ajio/418/418_1.jpg,VALID,True,ajio/268/268_2.jpg,VALID,True
9482,3928,3424,0.924524,myntra/19906180/19906180_3.jpg,VALID,True,myntra/14140948/14140948_3.jpg,VALID,True
9483,3424,3928,0.924524,myntra/14140948/14140948_3.jpg,VALID,True,myntra/19906180/19906180_3.jpg,VALID,True
9484,149,2566,0.924518,ajio/12/12_3.jpg,VALID,True,ajio/486/486_3.jpg,VALID,True
9485,2566,149,0.924518,ajio/486/486_3.jpg,VALID,True,ajio/12/12_3.jpg,VALID,True
9486,1829,2329,0.924518,ajio/374/374_4.jpg,VALID,True,ajio/449/449_2.jpg,VALID,True
9487,1175,3700,0.924506,ajio/275/275_0.jpg,VALID,True,myntra/19840234/19840234_3.jpg,VALID,True
9488,3287,654,0.924501,ajio/93/93_0.jpg,VALID,True,ajio/197/197_0.jpg,VALID,True
9489,588,1848,0.924499,ajio/187/187_2.jpg,VALID,True,ajio/377/377_4.jpg,VALID,True
9490,3032,954,0.924482,ajio/555/555_3.jpg,VALID,True,ajio/242/242_3.jpg,VALID,True
9491,954,3032,0.924482,ajio/242/242_3.jpg,VALID,True,ajio/555/555_3.jpg,VALID,True
9492,720,4000,0.924468,ajio/207/207_0.jpg,VALID,True,myntra/19906226/19906226_3.jpg,VALID,True
9493,4000,720,0.924468,myntra/19906226/19906226_3.jpg,VALID,True,ajio/207/207_0.jpg,VALID,True
9494,2496,4084,0.924468,ajio/475/475_3.jpg,VALID,True,myntra/21431644/21431644_2.jpg,VALID,True
9495,4084,2496,0.924468,myntra/21431644/21431644_2.jpg,VALID,True,ajio/475/475_3.jpg,VALID,True
9496,389,2657,0.924468,ajio/157/157_2.jpg,VALID,True,ajio/500/500_2.jpg,VALID,True
9497,2617,1501,0.924462,ajio/494/494_3.jpg,VALID,True,ajio/324/324_4.jpg,VALID,True
9498,1501,2617,0.924462,ajio/324/324_4.jpg,VALID,True,ajio/494/494_3.jpg,VALID,True
9499,1311,864,0.924457,ajio/296/296_1.jpg,VALID,True,ajio/228/228_1.jpg,VALID,True
9500,3044,3043,0.924453,ajio/557/557_3.jpg,VALID,True,ajio/557/557_2.jpg,VALID,True
9501,3043,3044,0.924453,ajio/557/557_2.jpg,VALID,True,ajio/557/557_3.jpg,VALID,True
9502,720,1939,0.924452,ajio/207/207_0.jpg,VALID,True,ajio/391/391_0.jpg,VALID,True
9503,2548,3480,0.924431,ajio/484/484_3.jpg,VALID,True,myntra/14736770/14736770_3.jpg,VALID,True
9504,1312,3815,0.924429,ajio/296/296_2.jpg,VALID,True,myntra/19906092/19906092_2.jpg,VALID,True
9505,2849,1493,0.924427,ajio/529/529_2.jpg,VALID,True,ajio/323/323_1.jpg,VALID,True
9506,1493,2849,0.924427,ajio/323/323_1.jpg,VALID,True,ajio/529/529_2.jpg,VALID,True
9507,1316,2178,0.924426,ajio/297/297_0.jpg,VALID,True,ajio/428/428_0.jpg,VALID,True
9508,2178,1316,0.924426,ajio/428/428_0.jpg,VALID,True,ajio/297/297_0.jpg,VALID,True
9509,2132,1250,0.924424,ajio/420/420_3.jpg,VALID,True,ajio/287/287_1.jpg,VALID,True
9510,4068,1339,0.924421,myntra/21431632/21431632_2.jpg,VALID,True,ajio/301/301_1.jpg,VALID,True
9511,1339,4068,0.924421,ajio/301/301_1.jpg,VALID,True,myntra/21431632/21431632_2.jpg,VALID,True
9512,1003,3179,0.9244,ajio/249/249_3.jpg,VALID,True,ajio/76/76_3.jpg,VALID,True
9513,3596,249,0.924392,myntra/17409956/17409956_3.jpg,VALID,True,ajio/136/136_2.jpg,VALID,True
9514,249,3596,0.924392,ajio/136/136_2.jpg,VALID,True,myntra/17409956/17409956_3.jpg,VALID,True
9515,3225,2625,0.924369,ajio/84/84_1.jpg,VALID,True,ajio/495/495_1.jpg,VALID,True
9516,3443,2876,0.924352,myntra/14657464/14657464_2.jpg,VALID,True,ajio/534/534_0.jpg,VALID,True
9517,2876,3443,0.924352,ajio/534/534_0.jpg,VALID,True,myntra/14657464/14657464_2.jpg,VALID,True
9518,1694,803,0.924335,ajio/35/35_3.jpg,VALID,True,ajio/219/219_3.jpg,VALID,True
9519,803,1694,0.924335,ajio/219/219_3.jpg,VALID,True,ajio/35/35_3.jpg,VALID,True
9520,3802,3417,0.924332,myntra/19906072/19906072_1.jpg,VALID,True,myntra/14140946/14140946_0.jpg,VALID,True
9521,3406,2052,0.924318,myntra/14140930/14140930_1.jpg,VALID,True,ajio/407/407_2.jpg,VALID,True
9522,2052,3406,0.924318,ajio/407/407_2.jpg,VALID,True,myntra/14140930/14140930_1.jpg,VALID,True
9523,1924,3027,0.924311,ajio/388/388_2.jpg,VALID,True,ajio/55/55_3.jpg,VALID,True
9524,3027,1924,0.924311,ajio/55/55_3.jpg,VALID,True,ajio/388/388_2.jpg,VALID,True
9525,2751,2750,0.924294,ajio/514/514_2.jpg,VALID,True,ajio/514/514_1.jpg,VALID,True
9526,2750,2751,0.924294,ajio/514/514_1.jpg,VALID,True,ajio/514/514_2.jpg,VALID,True
9527,3893,1341,0.924279,myntra/19906154/19906154_0.jpg,VALID,True,ajio/301/301_3.jpg,VALID,True
9528,1341,3893,0.924279,ajio/301/301_3.jpg,VALID,True,myntra/19906154/19906154_0.jpg,VALID,True
9529,1043,1329,0.924263,ajio/255/255_2.jpg,VALID,True,ajio/299/299_2.jpg,VALID,True
9530,1651,1709,0.924259,ajio/346/346_3.jpg,VALID,True,ajio/356/356_0.jpg,VALID,True
9531,1709,1651,0.924259,ajio/356/356_0.jpg,VALID,True,ajio/346/346_3.jpg,VALID,True
9532,2521,590,0.924254,ajio/479/479_3.jpg,VALID,True,ajio/187/187_4.jpg,VALID,True
9533,590,2521,0.924254,ajio/187/187_4.jpg,VALID,True,ajio/479/479_3.jpg,VALID,True
9534,347,2419,0.924237,ajio/151/151_3.jpg,VALID,True,ajio/463/463_3.jpg,VALID,True
9535,1930,2425,0.924231,ajio/389/389_2.jpg,VALID,True,ajio/464/464_3.jpg,VALID,True
9536,2425,1930,0.924231,ajio/464/464_3.jpg,VALID,True,ajio/389/389_2.jpg,VALID,True
9537,1792,1931,0.924187,ajio/369/369_3.jpg,VALID,True,ajio/389/389_3.jpg,VALID,True
9538,882,2329,0.924176,ajio/231/231_2.jpg,VALID,True,ajio/449/449_2.jpg,VALID,True
9539,691,243,0.924174,ajio/202/202_1.jpg,VALID,True,ajio/135/135_2.jpg,VALID,True
9540,243,691,0.924174,ajio/135/135_2.jpg,VALID,True,ajio/202/202_1.jpg,VALID,True
